,id_img,denoiser,runtime
236,23,SD_repeat_50,0.009746917989104986
237,23,SD_only1,0.00027489199419505894
238,23,AD_repeat_20,0.004499734001001343
239,23,AD_only1,0.0003265409904997796
240,24,SD,0.003961539012379944
241,24,AD,0.004532860999461263
242,24,SD1,0.00029280001763254404
243,24,AD1,0.0003083700139541179
244,24,DRUNet,0.01884883499587886
245,24,SD_repeat_20,0.003866240003844723
246,24,SD_repeat_50,0.010064995993161574
247,24,SD_only1,0.0002781810180749744
248,24,AD_repeat_20,0.004514771979302168
249,24,AD_only1,0.00033570200321264565
250,25,SD,0.003954072017222643
251,25,AD,0.00449840200599283
252,25,SD1,0.00028818301507271826
253,25,AD1,0.0003096750006079674
254,25,DRUNet,0.01885438201134093
255,25,SD_repeat_20,0.0038177630049176514
256,25,SD_repeat_50,0.009701914008473977
257,25,SD_only1,0.0002782020019367337
258,25,AD_repeat_20,0.004476355010410771
259,25,AD_only1,0.0003253849863540381
260,26,SD,0.0039501220162492245
261,26,AD,0.004489684011787176
262,26,SD1,0.0002930490009021014
263,26,AD1,0.0003078909940086305
264,26,DRUNet,0.01883384498069063
265,26,SD_repeat_20,0.004146954015595838
266,26,SD_repeat_50,0.010017941007390618
267,26,SD_only1,0.0002857240033335984
268,26,AD_repeat_20,0.004562524991342798
269,26,AD_only1,0.00033549501677043736
270,27,SD,0.004005526017863303
271,27,AD,0.004549618985038251
272,27,SD1,0.0002857189974747598
273,27,AD1,0.00031006502103991807
274,27,DRUNet,0.018844238977180794
275,27,SD_repeat_20,0.003818571974989027
276,27,SD_repeat_50,0.00970041798427701
277,27,SD_only1,0.00027378799859434366
278,27,AD_repeat_20,0.0044742779864463955
279,27,AD_only1,0.0003248919965699315
280,28,SD,0.00394874598714523
281,28,AD,0.00449420401128009
282,28,SD1,0.00029224998434074223
283,28,AD1,0.00030871600029058754
284,28,DRUNet,0.018849398009479046
285,28,SD_repeat_20,0.003942798997741193
286,28,SD_repeat_50,0.010015740001108497
287,28,SD_only1,0.0002816170162986964
288,28,AD_repeat_20,0.0045196349965408444
289,28,AD_only1,0.0003348780155647546
290,29,SD,0.00395696799387224
291,29,AD,0.004571483994368464
292,29,SD1,0.0002875249774660915
293,29,AD1,0.00030728301499038935
294,29,DRUNet,0.01883091899799183
295,29,SD_repeat_20,0.003888778999680653
296,29,SD_repeat_50,0.009910855005728081
297,29,SD_only1,0.00028598602511920035
298,29,AD_repeat_20,0.004503257019678131
299,29,AD_only1,0.00033434201031923294
300,30,SD,0.003949272009776905
301,30,AD,0.004488701990339905
302,30,SD1,0.000290623982436955
303,30,AD1,0.0003160890191793442
304,30,DRUNet,0.01883411899325438
305,30,SD_repeat_20,0.0038612770149484277
306,30,SD_repeat_50,0.010008871991885826
307,30,SD_only1,0.0002839960216078907
308,30,AD_repeat_20,0.004495105997193605
309,30,AD_only1,0.00033366098068654537
310,31,SD,0.003943591000279412
311,31,AD,0.004545219009742141
312,31,SD1,0.00029454700415953994
313,31,AD1,0.0003105610085185617
314,31,DRUNet,0.01884661099757068
315,31,SD_repeat_20,0.003859669988742098
316,31,SD_repeat_50,0.009990571008529514
317,31,SD_only1,0.00028254298376850784
318,31,AD_repeat_20,0.004510354017838836
319,31,AD_only1,0.000331693998305127
320,32,SD,0.003964030998758972
321,32,AD,0.004507450998062268
322,32,SD1,0.000293357006739825
323,32,AD1,0.0003075689892284572
324,32,DRUNet,0.018861426011426374
325,32,SD_repeat_20,0.003898663999279961
326,32,SD_repeat_50,0.0098709549929481
327,32,SD_only1,0.00029091601027175784
328,32,AD_repeat_20,0.004506638972088695
329,32,AD_only1,0.0003335239889565855
330,33,SD,0.003936462017009035
331,33,AD,0.004523990006418899
332,33,SD1,0.0002853129990398884
333,33,AD1,0.0003077689907513559
334,33,DRUNet,0.018849494023015723
335,33,SD_repeat_20,0.003824760002316907
336,33,SD_repeat_50,0.009979880996979773
337,33,SD_only1,0.0002824680123012513
338,33,AD_repeat_20,0.004510220023803413
339,33,AD_only1,0.00033609100501053035
340,34,SD,0.004005430004326627
341,34,AD,0.004582371999276802
342,34,SD1,0.0002862630062736571
343,34,AD1,0.00030909699853509665
344,34,DRUNet,0.018838747986592352
345,34,SD_repeat_20,0.0038589460018556565
346,34,SD_repeat_50,0.009966937999706715
347,34,SD_only1,0.0002918320242315531
348,34,AD_repeat_20,0.004493774991715327
349,34,AD_only1,0.0003291069879196584
350,35,SD,0.0039249380060937256
351,35,AD,0.004529683996224776
352,35,SD1,0.00029122797423042357
353,35,AD1,0.0003122909984085709
354,35,DRUNet,0.01886525098234415
355,35,SD_repeat_20,0.0038346649962477386
356,35,SD_repeat_50,0.009930122003424913
357,35,SD_only1,0.00028468400705605745
358,35,AD_repeat_20,0.004565089999232441
359,35,AD_only1,0.0003348180034663528
360,36,SD,0.004025919013656676
361,36,AD,0.004582732013659552
362,36,SD1,0.0002902040141634643
363,36,AD1,0.00030846201116219163
364,36,DRUNet,0.018844225007342175
365,36,SD_repeat_20,0.00390231900382787
366,36,SD_repeat_50,0.010009329998865724
367,36,SD_only1,0.00028529600240290165
368,36,AD_repeat_20,0.004490777006139979
369,36,AD_only1,0.00032683901372365654
370,37,SD,0.003932200983399525
371,37,AD,0.0044461769866757095
372,37,SD1,0.00028401799499988556
373,37,AD1,0.0003072120016440749
374,37,DRUNet,0.01883140197605826
375,37,SD_repeat_20,0.0038371410046238452
376,37,SD_repeat_50,0.009814557008212432
377,37,SD_only1,0.00028518401086330414
378,37,AD_repeat_20,0.004515388980507851
379,37,AD_only1,0.0003324610006529838
380,38,SD,0.004035589983686805
381,38,AD,0.004594636004185304
382,38,SD1,0.00029294900014065206
383,38,AD1,0.00031267301528714597
384,38,DRUNet,0.018873629975132644
385,38,SD_repeat_20,0.003957171022193506
386,38,SD_repeat_50,0.009940817981259897
387,38,SD_only1,0.00028347797342576087
388,38,AD_repeat_20,0.004535376996500418
389,38,AD_only1,0.00032393401488661766
390,39,SD,0.003927162004401907
391,39,AD,0.004476654983591288
392,39,SD1,0.0002915299846790731
393,39,AD1,0.0003120899782516062
394,39,DRUNet,0.0188504770048894
395,39,SD_repeat_20,0.0038439079944510013
396,39,SD_repeat_50,0.009728746983455494
397,39,SD_only1,0.0002834089973475784
398,39,AD_repeat_20,0.004490876017371193
399,39,AD_only1,0.0003334700013510883
400,40,SD,0.003960400994401425
401,40,AD,0.004559177992632613
402,40,SD1,0.0002922260027844459
403,40,AD1,0.00031472399132326245
404,40,DRUNet,0.018851039989385754
405,40,SD_repeat_20,0.0038814370054751635
406,40,SD_repeat_50,0.010098698025103658
407,40,SD_only1,0.0002834149927366525
408,40,AD_repeat_20,0.004528393998043612
409,40,AD_only1,0.00033308297861367464
410,41,SD,0.003967658994952217
411,41,AD,0.004497001995332539
412,41,SD1,0.00028996000764891505
413,41,AD1,0.0003110199759248644
414,41,DRUNet,0.018853351997677237
415,41,SD_repeat_20,0.003817782999249175
416,41,SD_repeat_50,0.00972272499348037
417,41,SD_only1,0.0002819590154103935
418,41,AD_repeat_20,0.004488451988436282
419,41,AD_only1,0.00032804900547489524
420,42,SD,0.003961769019952044
421,42,AD,0.004550249985186383
422,42,SD1,0.00029110698960721493
423,42,AD1,0.0003147819952573627
424,42,DRUNet,0.018844899022951722
425,42,SD_repeat_20,0.003851649002172053
426,42,SD_repeat_50,0.010029102995758876
427,42,SD_only1,0.0002845980052370578
428,42,AD_repeat_20,0.004598310013534501
429,42,AD_only1,0.0003356240049470216
430,43,SD,0.003991242003394291
431,43,AD,0.004496020002989098
432,43,SD1,0.0002940259873867035
433,43,AD1,0.0003091910039074719
434,43,DRUNet,0.018834254005923867
435,43,SD_repeat_20,0.003852232010103762
436,43,SD_repeat_50,0.009757722989888862
437,43,SD_only1,0.0003072560066357255
438,43,AD_repeat_20,0.004454255977179855
439,43,AD_only1,0.00032715097768232226
440,44,SD,0.0039424540009349585
441,44,AD,0.004497836984228343
442,44,SD1,0.00029141901177354157
443,44,AD1,0.0003070230013690889
444,44,DRUNet,0.01883908102172427
445,44,SD_repeat_20,0.0038760380120947957
446,44,SD_repeat_50,0.009922868019202724
447,44,SD_only1,0.00028657601797021925
448,44,AD_repeat_20,0.004574690014123917
449,44,AD_only1,0.00033318999339826405
450,45,SD,0.0039691370038781315
451,45,AD,0.004575290979119018
452,45,SD1,0.0002814900071825832
453,45,AD1,0.00031380599830299616
454,45,DRUNet,0.018851297994842753
455,45,SD_repeat_20,0.0038418410113081336
456,45,SD_repeat_50,0.009927191014867276
457,45,SD_only1,0.000275944999884814
458,45,AD_repeat_20,0.0045148170029278845
459,45,AD_only1,0.00034565699752420187
460,46,SD,0.003935320011805743
461,46,AD,0.004499508999288082
462,46,SD1,0.00029242600430734456
463,46,AD1,0.0003076489956583828
464,46,DRUNet,0.018826685001840815
465,46,SD_repeat_20,0.003868372004944831
466,46,SD_repeat_50,0.010001822985941544
467,46,SD_only1,0.00028365899925120175
468,46,AD_repeat_20,0.004572852980345488
469,46,AD_only1,0.00033722902298904955
470,47,SD,0.003953280975110829
471,47,AD,0.00480339999194257
472,47,SD1,0.00029349600663408637
473,47,AD1,0.00031596102053299546
474,47,DRUNet,0.018831978988600895
475,47,SD_repeat_20,0.003914297005394474
476,47,SD_repeat_50,0.009995403001084924
477,47,SD_only1,0.00028324199956841767
478,47,AD_repeat_20,0.004525386000750586
479,47,AD_only1,0.00032637600088492036
480,48,SD,0.0039356549968943
481,48,AD,0.004492081003263593
482,48,SD1,0.0002923050196841359
483,48,AD1,0.00030883500585332513
484,48,DRUNet,0.018827583000529557
485,48,SD_repeat_20,0.003859911987092346
486,48,SD_repeat_50,0.009934611996868625
487,48,SD_only1,0.0002852889883797616
488,48,AD_repeat_20,0.004497649992117658
489,48,AD_only1,0.000333449017489329
490,49,SD,0.003927796002244577
491,49,AD,0.004524226998910308
492,49,SD1,0.000292534998152405
493,49,AD1,0.0003153280122205615
494,49,DRUNet,0.01884657799382694
495,49,SD_repeat_20,0.0038244189927354455
496,49,SD_repeat_50,0.010013425984652713
497,49,SD_only1,0.00028469698736444116
498,49,AD_repeat_20,0.004524531017523259
499,49,AD_only1,0.0003323199925944209
500,50,SD,0.00397289200918749
501,50,AD,0.0045287240063771605
502,50,SD1,0.0002924719883594662
503,50,AD1,0.0003066600183956325
504,50,DRUNet,0.018830034008715302
505,50,SD_repeat_20,0.0038689940120093524
506,50,SD_repeat_50,0.009979707014281303
507,50,SD_only1,0.0002787700213957578
508,50,AD_repeat_20,0.00450022000586614
509,50,AD_only1,0.0003280739765614271
510,51,SD,0.003941828006645665
511,51,AD,0.004498021007748321
512,51,SD1,0.0002911789924837649
513,51,AD1,0.00031313998624682426
514,51,DRUNet,0.01884261699160561
515,51,SD_repeat_20,0.003826934000244364
516,51,SD_repeat_50,0.009879195014946163
517,51,SD_only1,0.00028806598857045174
518,51,AD_repeat_20,0.00454974701278843
519,51,AD_only1,0.0003339810064062476
520,52,SD,0.00402572299935855
521,52,AD,0.004537813016213477
522,52,SD1,0.0002921380219049752
523,52,AD1,0.00030645300284959376
524,52,DRUNet,0.018895488989073783
525,52,SD_repeat_20,0.0038729700027033687
526,52,SD_repeat_50,0.010022931004641578
527,52,SD_only1,0.00031010701786726713
528,52,AD_repeat_20,0.004478143993765116
529,52,AD_only1,0.000327059009578079
530,53,SD,0.003911362000508234
531,53,AD,0.004502335010329261
532,53,SD1,0.00029162599821574986
533,53,AD1,0.0003071370010729879
534,53,DRUNet,0.018846444989321753
535,53,SD_repeat_20,0.003834406001260504
536,53,SD_repeat_50,0.009809593990212306
537,53,SD_only1,0.00028783900779671967
538,53,AD_repeat_20,0.004535243002464995
539,53,AD_only1,0.0003258769866079092
540,54,SD,0.004000551998615265
541,54,AD,0.004585610993672162
542,54,SD1,0.0002924590080510825
543,54,AD1,0.0003094359999522567
544,54,DRUNet,0.018828660977305844
545,54,SD_repeat_20,0.003919399983715266
546,54,SD_repeat_50,0.010036577994469553
547,54,SD_only1,0.00028180499793961644
548,54,AD_repeat_20,0.004504961019847542
549,54,AD_only1,0.00033498398261144757
550,55,SD,0.0039107339980546385
551,55,AD,0.0045003609848208725
552,55,SD1,0.00028615701012313366
553,55,AD1,0.0003076510038226843
554,55,DRUNet,0.01881904900074005
555,55,SD_repeat_20,0.0038392290007323027
556,55,SD_repeat_50,0.00973727399832569
557,55,SD_only1,0.0002791339938994497
558,55,AD_repeat_20,0.004494221997447312
559,55,AD_only1,0.0003394559898879379
560,56,SD,0.003951741993660107
561,56,AD,0.00455966399749741
562,56,SD1,0.00029017002088949084
563,56,AD1,0.0003084610216319561
564,56,DRUNet,0.01883831899613142
565,56,SD_repeat_20,0.003916115005267784
566,56,SD_repeat_50,0.010042137000709772
567,56,SD_only1,0.00027746998239308596
568,56,AD_repeat_20,0.004582098015816882
569,56,AD_only1,0.0003373300132807344
570,57,SD,0.003945191012462601
571,57,AD,0.0044862739741802216
572,57,SD1,0.0002888629969675094
573,57,AD1,0.00031482201302424073
574,57,DRUNet,0.018837895011529326
575,57,SD_repeat_20,0.0038146869919728488
576,57,SD_repeat_50,0.009721973998239264
577,57,SD_only1,0.0002748520055320114
578,57,AD_repeat_20,0.004495208995649591
579,57,AD_only1,0.0003332860069349408
580,58,SD,0.0039618840091861784
581,58,AD,0.004571936005959287
582,58,SD1,0.0002921000123023987
583,58,AD1,0.00031608997960574925
584,58,DRUNet,0.018855650996556506
585,58,SD_repeat_20,0.0038801810005679727
586,58,SD_repeat_50,0.010052638011984527
587,58,SD_only1,0.0002859999949578196
588,58,AD_repeat_20,0.004576158011332154
589,58,AD_only1,0.0003335080109536648
590,59,SD,0.003991770994616672
591,59,AD,0.004495708009926602
592,59,SD1,0.0002909479953814298
593,59,AD1,0.0003110370016656816
594,59,DRUNet,0.018856336013413966
595,59,SD_repeat_20,0.0038815239968243986
596,59,SD_repeat_50,0.009714724001241848
597,59,SD_only1,0.0002770129940472543
598,59,AD_repeat_20,0.004483608005102724
599,59,AD_only1,0.0003255479969084263
600,60,SD,0.003929477999918163
601,60,AD,0.004553597013000399
602,60,SD1,0.00029457200434990227
603,60,AD1,0.00030909699853509665
604,60,DRUNet,0.01883532400825061
605,60,SD_repeat_20,0.0038687899941578507
606,60,SD_repeat_50,0.009954048990039155
607,60,SD_only1,0.0002881829859688878
608,60,AD_repeat_20,0.004562112007988617
609,60,AD_only1,0.00033479600097052753
610,61,SD,0.004001027002232149
611,61,AD,0.004542820999631658
612,61,SD1,0.0002855829952750355
613,61,AD1,0.0003098949964623898
614,61,DRUNet,0.018835138995200396
615,61,SD_repeat_20,0.0038492869934998453
616,61,SD_repeat_50,0.00992180299363099
617,61,SD_only1,0.00028376097907312214
618,61,AD_repeat_20,0.0045082030119374394
619,61,AD_only1,0.00032563399872742593
620,62,SD,0.003923165000742301
621,62,AD,0.004499507980654016
622,62,SD1,0.00028885298524983227
623,62,AD1,0.0003145060036331415
624,62,DRUNet,0.01885809999657795
625,62,SD_repeat_20,0.003850528009934351
626,62,SD_repeat_50,0.009972090017981827
627,62,SD_only1,0.0002877240185625851
628,62,AD_repeat_20,0.004547899006865919
629,62,AD_only1,0.0003349230100866407
630,63,SD,0.003989118995377794
631,63,AD,0.004589365009451285
632,63,SD1,0.0002895359939429909
633,63,AD1,0.0003172850119881332
634,63,DRUNet,0.01882810500683263
635,63,SD_repeat_20,0.0038311679963953793
636,63,SD_repeat_50,0.009952132997568697
637,63,SD_only1,0.0002789899881463498
638,63,AD_repeat_20,0.004513497988227755
639,63,AD_only1,0.00032583699794486165
640,64,SD,0.003938701993320137
641,64,AD,0.004505774995777756
642,64,SD1,0.0002918230020441115
643,64,AD1,0.00030714800232090056
644,64,DRUNet,0.018822537997039035
645,64,SD_repeat_20,0.0038559469976462424
646,64,SD_repeat_50,0.009911664004903287
647,64,SD_only1,0.00028447998920455575
648,64,AD_repeat_20,0.004492815991397947
649,64,AD_only1,0.0003271710011176765
650,65,SD,0.003944445983506739
651,65,AD,0.004527369019342586
652,65,SD1,0.00029051300953142345
653,65,AD1,0.0003077200090046972
654,65,DRUNet,0.01882623799610883
655,65,SD_repeat_20,0.003859056014334783
656,65,SD_repeat_50,0.010035243001766503
657,65,SD_only1,0.00028028301312588155
658,65,AD_repeat_20,0.004533661005552858
659,65,AD_only1,0.00032588501926511526
660,66,SD,0.003940046997740865
661,66,AD,0.004518211004324257
662,66,SD1,0.0002910330076701939
663,66,AD1,0.0003118650056421757
664,66,DRUNet,0.018841159995645285
665,66,SD_repeat_20,0.003839373996015638
666,66,SD_repeat_50,0.009957341972040012
667,66,SD_only1,0.00027794099878519773
668,66,AD_repeat_20,0.004501098999753594
669,66,AD_only1,0.0003383390139788389
670,67,SD,0.003939533024094999
671,67,AD,0.0045304060040507466
672,67,SD1,0.0002948660112451762
673,67,AD1,0.00031481400947086513
674,67,DRUNet,0.01887370098847896
675,67,SD_repeat_20,0.004079082020325586
676,67,SD_repeat_50,0.00997340600588359
677,67,SD_only1,0.0002844920090865344
678,67,AD_repeat_20,0.004519884998444468
679,67,AD_only1,0.00033421500120311975
680,68,SD,0.003976817009970546
681,68,AD,0.004547256015939638
682,68,SD1,0.00029382898355834186
683,68,AD1,0.00030868599424138665
684,68,DRUNet,0.01883755999733694
685,68,SD_repeat_20,0.003876503003994003
686,68,SD_repeat_50,0.009988845995394513
687,68,SD_only1,0.00027992299874313176
688,68,AD_repeat_20,0.004505046992562711
689,68,AD_only1,0.0003256739873904735
690,69,SD,0.003908284998033196
691,69,AD,0.004484271979890764
692,69,SD1,0.0002850480086635798
693,69,AD1,0.0003070310049224645
694,69,DRUNet,0.01886009899317287
695,69,SD_repeat_20,0.003875817987136543
696,69,SD_repeat_50,0.00994349000393413
697,69,SD_only1,0.0002835179911926389
698,69,AD_repeat_20,0.004568094998830929
699,69,AD_only1,0.0003048919897992164
700,70,SD,0.003960333997383714
701,70,AD,0.004579225991619751
702,70,SD1,0.0002922660205513239
703,70,AD1,0.0003080480091739446
704,70,DRUNet,0.01883200599695556
705,70,SD_repeat_20,0.003910069004632533
706,70,SD_repeat_50,0.010004759998992085
707,70,SD_only1,0.0002840189845301211
708,70,AD_repeat_20,0.004522672999883071
709,70,AD_only1,0.00032700301380828023
710,71,SD,0.003933894011424854
711,71,AD,0.004483716009417549
712,71,SD1,0.00028353100060485303
713,71,AD1,0.00030793697806075215
714,71,DRUNet,0.018831143010174856
715,71,SD_repeat_20,0.0038268100179266185
716,71,SD_repeat_50,0.009805700014112517
717,71,SD_only1,0.00028661201940849423
718,71,AD_repeat_20,0.004522539995377883
719,71,AD_only1,0.00032773500424809754
